sequenceID	fasta_name	Country	collection_date	serotype	old_genotype	genotype	major_lineage	minor_lineage	trimmed_coverage	source
OL414749	OL414749.1|2020-06	Cambodia	2020-06	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414764	OL414764.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
OL414754	OL414754.1|2020-08	Cambodia	2020-08	DENV2	2II	2II	2II_G	2II_G.1.1	1	genbank
ON634742	ON634742.1|2022-02-05	Brazil	05/02/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON634755	ON634755.1|2022-03-06	Brazil	06/03/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON634745	ON634745.1|2022-03-14	Brazil	14/03/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON634756	ON634756.1|2022-01-30	Brazil	30/01/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON634743	ON634743.1|2022-03-15	Brazil	15/03/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON634750	ON634750.1|2022-03-24	Brazil	24/03/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OQ622207	OQ622207.1|2022-03-18	Brazil	18/03/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123632	ON123632.1|2021-07-05	Peru	05/07/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123631	ON123631.1|2021-06-08	Peru	08/06/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123629	ON123629.1|2021-06-08	Peru	08/06/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123636	ON123636.1|2021-08-17	Peru	17/08/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123628	ON123628.1|2021-04-26	Peru	26/04/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123635	ON123635.1|2021-08-13	Peru	13/08/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123634	ON123634.1|2021-08-10	Peru	10/08/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123633	ON123633.1|2021-08-10	Peru	10/08/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123637	ON123637.1|2021-08-20	Peru	20/08/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123630	ON123630.1|2021-06-08	Peru	08/06/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OQ622206	OQ622206.1|2022-04-02	Brazil	02/04/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OM744143	OM744143.1|2021-11-29	Brazil	29/11/2021	DENV2	2II	2II	2II_G	2II_G.1.2	0.9	genbank
ON123638	ON123638.1|2021-03-01	Peru	01/03/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123641	ON123641.1|2021-03-24	Peru	24/03/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123640	ON123640.1|2021-03-08	Peru	08/03/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OM791800	OM791800.1|2019-09-26	Peru	26/09/2019	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OM791801	OM791801.1|2019-09-28	Peru	28/09/2019	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123626	ON123626.1|2021-04-05	Peru	05/04/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941833	OP941833.1|2022-11-03	Brazil	03/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941838	OP941838.1|2022-10-19	Brazil	19/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941837	OP941837.1|2022-11-03	Brazil	03/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941836	OP941836.1|2022-11-01	Brazil	01/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941832	OP941832.1|2022-10-11	Brazil	11/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941835	OP941835.1|2022-11-04	Brazil	04/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941834	OP941834.1|2022-11-02	Brazil	02/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941843	OP941843.1|2022-10-18	Brazil	18/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941842	OP941842.1|2022-10-18	Brazil	18/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941839	OP941839.1|2022-10-24	Brazil	24/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941840	OP941840.1|2022-10-24	Brazil	24/10/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941844	OP941844.1|2022-11-06	Brazil	06/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
OP941841	OP941841.1|2022-11-03	Brazil	03/11/2022	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123639	ON123639.1|2021-03-04	Peru	04/03/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123644	ON123644.1|2021-07-21	Peru	21/07/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123643	ON123643.1|2021-04-12	Peru	12/04/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON123642	ON123642.1|2021-04-08	Peru	08/04/2021	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
LC436672	LC436672.1|2017-10	Bangladesh	2017-10	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
MN328061	MN328061.1|2019-07-29	Bangladesh	29/07/2019	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
LC436673	LC436673.1|2017-11	Bangladesh	2017-11	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
LC436674	LC436674.1|2017-11	Bangladesh	2017-11	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
LC436675	LC436675.1|2017-12	Bangladesh	2017-12	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
LC436669	LC436669.1|2017-10	Bangladesh	2017-10	DENV2	2II	2II	2II_G	2II_G.1.2	1	genbank
ON908229	ON908229.1|2019-09-16	China	16/09/2019	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
ON890422	ON890422.1|2019-09-16	China	16/09/2019	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
OM368351	OM368351.1|2019-09-16	China	16/09/2019	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MN923112	MN923112.1|2019-08-26	China	26/08/2019	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MN018357	MN018357.1|2014-05-28	China	28/05/2014	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MH827525	MH827525.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512464	MW512464.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MN952967	MN952967.1|2015-11	China	2015-11	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MN952966	MN952966.1|2015-11	China	2015-11	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512430	MW512430.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MN982899	MN982899.1|2019-05	Australia	2019-05	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
OQ028232	OQ028232.1|2020-03-02	Vietnam	02/03/2020	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
OQ028230	OQ028230.1|2020-09-07	Vietnam	07/09/2020	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512466	MW512466.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512429	MW512429.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512448	MW512448.1|2015	Singapore	2015	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512378	MW512378.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512369	MW512369.1|2011	Singapore	2011	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW512377	MW512377.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2	1	genbank
MW730820	MW730820.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730819	MW730819.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730827	MW730827.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730818	MW730818.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730831	MW730831.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730825	MW730825.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730826	MW730826.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730821	MW730821.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730822	MW730822.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730828	MW730828.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730829	MW730829.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730830	MW730830.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730824	MW730824.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730816	MW730816.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730814	MW730814.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730815	MW730815.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730817	MW730817.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	0.99	genbank
MW730823	MW730823.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730839	MW730839.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW730832	MW730832.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW512465	MW512465.1|2016	Singapore	2016	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MN018353	MN018353.1|2016-06-15	China	15/06/2016	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MH827539	MH827539.1|2017	China	2017	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
MW512428	MW512428.1|2014	Singapore	2014	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
KU517846	KU517846.1|2014-05-07	Indonesia	07/05/2014	DENV2	2II	2II	2II_G	2II_G.2.1	1	genbank
KX380822	KX380822.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380832	KX380832.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380810	KX380810.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380830	KX380830.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380833	KX380833.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380838	KX380838.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380819	KX380819.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380809	KX380809.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MW512406	MW512406.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380835	KX380835.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MW512407	MW512407.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MW512405	MW512405.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MW512404	MW512404.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KY921904	KY921904.1|2014-03	Singapore	2014-03	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MW512379	MW512379.1|2012	Singapore	2012	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
KX380836	KX380836.1|2013	Singapore	2013	DENV2	2II	2II	2II_G	2II_G.2.2	1	genbank
MN923116	MN923116.1|2019-06-30	China	30/06/2019	DENV2	2II	2II	2II_G		1	genbank
OP984834	OP984834.1|2022-11-20	Vietnam	20/11/2022	DENV2	2II	2II	2II_G		1	genbank
MK411559	MK411559.1|2016-02-23	Indonesia	23/02/2016	DENV2	2II	2II	2II_G		1	genbank
MK411558	MK411558.1|2016-02-20	Indonesia	20/02/2016	DENV2	2II	2II	2II_G		1	genbank
MH823208	MH823208.1|2014	Indonesia	2014	DENV2	2II	2II	2II_G		1	genbank
MK564476	MK564476.1|2017-08-08	China	08/08/2017	DENV2	2II	2II	2II_G		1	genbank
MW512463	MW512463.1|2016	Singapore	2016	DENV2	2II	2II	2II_G		1	genbank
MW512447	MW512447.1|2015	Singapore	2015	DENV2	2II	2II	2II_G		1	genbank
MN018356	MN018356.1|2014-09-23	China	23/09/2014	DENV2	2II	2II	2II_G		1	genbank
MH827530	MH827530.1|2017	China	2017	DENV2	2II	2II	2II_G		1	genbank
MW721472	MW721472.1|2014-10	China	2014-10	DENV2	2II	2II	2II_G		1	genbank
KU666949	KU666949.1|2014-01	Malaysia	2014-01	DENV2	2II	2II	2II_G		0.99	genbank
MW512401	MW512401.1|2013	Singapore	2013	DENV2	2II	2II	2II_G		1	genbank
MH048671	MH048671.1|2014-12	Malaysia	2014-12	DENV2	2II	2II	2II_G		1	genbank
MW512427	MW512427.1|2014	Singapore	2014	DENV2	2II	2II	2II_G		1	genbank
MW512400	MW512400.1|2013	Singapore	2013	DENV2	2II	2II	2II_G		1	genbank
KC131142	KC131142.1|2012-09	China	2012-09	DENV2	2II	2II	2II_G		1	genbank
MW512365	MW512365.1|2011	Singapore	2011	DENV2	2II	2II	2II_G		1	genbank
MH048672	MH048672.1|2014-12	Malaysia	2014-12	DENV2	2II	2II	2II_G		1	genbank
KX380808	KX380808.1|2012	Singapore	2012	DENV2	2II	2II	2II_G		1	genbank
MW512366	MW512366.1|2011	Singapore	2011	DENV2	2II	2II	2II_G		1	genbank
MW512402	MW512402.1|2013	Singapore	2013	DENV2	2II	2II	2II_G		1	genbank
MW512403	MW512403.1|2013	Singapore	2013	DENV2	2II	2II	2II_G		1	genbank
MW512368	MW512368.1|2011	Singapore	2011	DENV2	2II	2II	2II_G		1	genbank
KU509268	KU509268.1|2009	Indonesia	2009	DENV2	2II	2II	2II_G		1	genbank
MW512367	MW512367.1|2011	Singapore	2011	DENV2	2II	2II	2II_G		1	genbank
KC762670	KC762670.1|2007-12-11	Indonesia	11/12/2007	DENV2	2II	2II	2II_G		1	genbank
KC762669	KC762669.1|2007-07-17	Indonesia	17/07/2007	DENV2	2II	2II	2II_G		1	genbank
KC762668	KC762668.1|2008-03-11	Indonesia	11/03/2008	DENV2	2II	2II	2II_G		1	genbank
EU179857	EU179857.1|2005	Brunei	2005	DENV2	2II	2II	2II_G		1	genbank
EU179858	EU179858.1|2005	Brunei	2005	DENV2	2II	2II	2II_G		1	genbank
JF327392	JF327392.1|2009	Singapore	2009	DENV2	2II	2II	2II_G		1	genbank
HM488257	HM488257.1|2001	USA	2001	DENV2	2II	2II	2II_G		1	genbank
JN851127	JN851127.1|2004	Singapore	2004	DENV2	2II	2II	2II_G		1	genbank
JN851123	JN851123.1|2004	Singapore	2004	DENV2	2II	2II	2II_G		1	genbank
MW512341	MW512341.1|2004	Singapore	2004	DENV2	2II	2II	2II_G		1	genbank
JN851126	JN851126.1|2005	Singapore	2005	DENV2	2II	2II	2II_G		1	genbank
MW730833	MW730833.1|2017-07	Nepal	2017-07	DENV2	2II	2II	2II_G		1	genbank
MK578532	MK578532.1|2016-04-01	China	01/04/2016	DENV2	2II	2II	2II_G		1	genbank
FM210209	FM210209.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482787	EU482787.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210236	FM210236.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
MW945434	MW945434.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210239	FM210239.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210219	FM210219.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210210	FM210210.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210232	FM210232.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482780	EU482780.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482781	EU482781.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482785	EU482785.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210223	FM210223.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210203	FM210203.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482779	EU482779.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210208	FM210208.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210229	FM210229.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210212	FM210212.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210230	FM210230.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210235	FM210235.2|2005	Vietnam	2005	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482783	EU482783.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482788	EU482788.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210238	FM210238.2|2001	Vietnam	2001	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210243	FM210243.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210217	FM210217.1|1999	Vietnam	1999	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210244	FM210244.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210228	FM210228.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210226	FM210226.1|2002	Vietnam	2002	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482778	EU482778.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
AB479041	AB479041.1|2002	Vietnam	2002	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
AB479042	AB479042.1|2002	Vietnam	2002	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210234	FM210234.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210222	FM210222.1|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210213	FM210213.1|2005	Vietnam	2005	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
FM210237	FM210237.2|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.1	1	genbank
EU482648	EU482648.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
EU482662	EU482662.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
EU482660	EU482660.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
EU482666	EU482666.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
EU482449	EU482449.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210221	FM210221.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210241	FM210241.2|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210225	FM210225.1|2001	Vietnam	2001	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210224	FM210224.1|2001	Vietnam	2001	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210202	FM210202.1|2004	Vietnam	2004	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
EU482664	EU482664.1|2006	Vietnam	2006	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210220	FM210220.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210218	FM210218.1|2002	Vietnam	2002	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210204	FM210204.1|2003	Vietnam	2003	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FM210227	FM210227.1|2002	Vietnam	2002	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
KY670633	KY670633.1|1995-09	Taiwan	1995-09	DENV2	2III_related	2III	2III_A	2III_A.2	1	genbank
FJ639703	FJ639703.1|2003	Cambodia	2003	DENV2	2III_related	2III	2III_A		1	genbank
FJ639702	FJ639702.1|2003	Cambodia	2003	DENV2	2III_related	2III	2III_A		1	genbank
KF921931	KF921931.1|2003	Cambodia	2003	DENV2	2III_related	2III	2III_A		1	genbank
JF730044	JF730044.1|2001	Cambodia	2001	DENV2	2III_related	2III	2III_A		1	genbank
FJ639697	FJ639697.1|2001	Cambodia	2001	DENV2	2III_related	2III	2III_A		1	genbank
JX649147	JX649147.1|1995	Vietnam	1995	DENV2	2III_related	2III	2III_A		1	genbank
JX649148	JX649148.1|1995	Vietnam	1995	DENV2	2III_related	2III	2III_A		1	genbank
FJ639699	FJ639699.1|2002	Cambodia	2002	DENV2	2III_related	2III	2III_A		1	genbank
FJ639701	FJ639701.1|2002	Cambodia	2002	DENV2	2III_related	2III	2III_A		1	genbank
FJ639700	FJ639700.1|2002	Cambodia	2002	DENV2	2III_related	2III	2III_A		1	genbank
FJ639698	FJ639698.1|2002	Cambodia	2002	DENV2	2III_related	2III	2III_A		1	genbank
MW946461	MW946461.1|1988	Thailand	1988	DENV2	2III_related	2III	2III_A		1	genbank
DQ181801	DQ181801.1|1990	Thailand	1990	DENV2	2III_related	2III	2III_A		1	genbank
EU482549	EU482549.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482719	EU482719.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU596490	EU596490.1|2007	USA	2007	DENV2	2III	2III	2III_B		1	genbank
EU482548	EU482548.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU596488	EU596488.1|2007	USA	2007	DENV2	2III	2III	2III_B		1	genbank
EU482544	EU482544.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU529706	EU529706.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482725	EU482725.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU726770	EU726770.1|2005	USA	2005	DENV2	2III	2III	2III_B		1	genbank
KF955359	KF955359.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482551	EU482551.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482720	EU482720.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU596489	EU596489.1|2007	USA	2007	DENV2	2III	2III	2III_B		1	genbank
EU482721	EU482721.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU687213	EU687213.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU529693	EU529693.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU781135	EU781135.1|2005	USA	2005	DENV2	2III	2III	2III_B		1	genbank
EU482552	EU482552.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482724	EU482724.1|2005	USA	2005	DENV2	2III	2III	2III_B		1	genbank
EU687235	EU687235.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
KF955364	KF955364.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU687215	EU687215.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU482553	EU482553.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU687214	EU687214.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU482556	EU482556.1|2005	USA	2005	DENV2	2III	2III	2III_B		1	genbank
EU687244	EU687244.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU687243	EU687243.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU687242	EU687242.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU687245	EU687245.1|2005	USA	2005	DENV2	2III	2III	2III_B		1	genbank
EU687236	EU687236.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
EU687199	EU687199.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
EU687237	EU687237.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
EU687238	EU687238.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
EU687241	EU687241.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
KF955360	KF955360.1|2006	USA	2006	DENV2	2III	2III	2III_B		1	genbank
EU482593	EU482593.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU482723	EU482723.1|2002	USA	2002	DENV2	2III	2III	2III_B		1	genbank
EU677147	EU677147.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU677146	EU677146.1|2004	USA	2004	DENV2	2III	2III	2III_B		1	genbank
EU687240	EU687240.1|2003	USA	2003	DENV2	2III	2III	2III_B		1	genbank
EU687230	EU687230.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU687231	EU687231.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU687229	EU687229.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU687228	EU687228.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU687227	EU687227.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU482722	EU482722.1|2002	USA	2002	DENV2	2III	2III	2III_B		1	genbank
EU687232	EU687232.1|2001	USA	2001	DENV2	2III	2III	2III_B		1	genbank
EU687224	EU687224.1|2000	USA	2000	DENV2	2III	2III	2III_B		1	genbank
EU687222	EU687222.1|2000	USA	2000	DENV2	2III	2III	2III_B		1	genbank
EU687225	EU687225.1|2000	USA	2000	DENV2	2III	2III	2III_B		1	genbank
EU687223	EU687223.1|2000	USA	2000	DENV2	2III	2III	2III_B		1	genbank
